subj_idx,response,rt,trial,split_by,feedback,subj_code,q_init
1,0,0.749,48,1,0,7114320,0.5
1,1,0.507,49,1,0,7114320,0.5
1,0,0.488,49,1,0,7114320,0.5
1,1,0.409,50,1,1,7114320,0.5
1,0,0.96,50,1,0,7114320,0.5
1,1,0.446,51,1,1,7114320,0.5
1,1,0.461,51,1,0,7114320,0.5
1,1,1.63,52,1,1,7114320,0.5
1,0,0.829,52,1,0,7114320,0.5
1,0,1.375,53,1,0,7114320,0.5
1,0,0.468,53,1,0,7114320,0.5
1,1,1.315,54,1,1,7114320,0.5
1,0,0.436,54,1,0,7114320,0.5
1,0,1.327,55,1,0,7114320,0.5
1,0,0.663,55,1,1,7114320,0.5
1,1,1.182,56,1,1,7114320,0.5
1,0,0.85,56,1,1,7114320,0.5
1,0,1.257,57,1,0,7114320,0.5
1,0,0.578,57,1,0,7114320,0.5
1,1,1.25,58,1,1,7114320,0.5
1,0,1.746,58,1,1,7114320,0.5
1,1,0.754,59,1,1,7114320,0.5
1,0,1.196,59,1,0,7114320,0.5
1,1,2.425,60,1,0,7114320,0.5
1,0,2.035,60,1,0,7114320,0.5
1,1,1.635,61,1,0,7114320,0.5
1,1,1.412,61,1,1,7114320,0.5
1,0,0.791,62,1,0,7114320,0.5
1,0,0.766,62,1,0,7114320,0.5
1,0,1.643,63,1,1,7114320,0.5
1,0,1.746,63,1,0,7114320,0.5
1,1,1.136,64,1,0,7114320,0.5
1,0,0.892,64,1,0,7114320,0.5
1,0,1.665,65,1,0,7114320,0.5
1,0,0.285,65,1,1,7114320,0.5
1,0,0.722,66,1,0,7114320,0.5
1,1,0.302,66,1,1,7114320,0.5
1,0,0.789,67,1,0,7114320,0.5
1,0,0.572,67,1,1,7114320,0.5
1,0,0.535,68,1,1,7114320,0.5
1,0,1.35,68,1,0,7114320,0.5
1,1,0.885,69,1,1,7114320,0.5
1,0,1.996,69,1,0,7114320,0.5
1,0,1.025,70,1,0,7114320,0.5
1,0,0.646,70,1,0,7114320,0.5
1,1,0.843,71,1,1,7114320,0.5
1,1,0.262,71,1,0,7114320,0.5
1,1,1.137,72,1,0,7114320,0.5
1,1,0.586,72,1,0,7114320,0.5
1,1,0.624,73,1,0,7114320,0.5
1,0,0.778,73,1,0,7114320,0.5
1,1,0.37,74,1,1,7114320,0.5
1,0,0.516,74,1,0,7114320,0.5
1,0,0.478,75,1,0,7114320,0.5
1,1,2.105,75,1,1,7114320,0.5
1,1,0.412,76,1,1,7114320,0.5
1,0,1.048,76,1,0,7114320,0.5
1,1,0.939,77,1,0,7114320,0.5
1,1,0.898,77,1,0,7114320,0.5
1,1,0.548,78,1,1,7114320,0.5
1,0,0.4,78,1,0,7114320,0.5
1,1,1.129,79,1,0,7114320,0.5
1,0,0.532,79,1,0,7114320,0.5
1,1,2.285,80,1,1,7114320,0.5
1,0,0.837,80,1,1,7114320,0.5
1,0,0.504,81,1,1,7114320,0.5
1,1,1.889,81,1,0,7114320,0.5
1,0,0.464,82,1,0,7114320,0.5
1,0,0.487,82,1,1,7114320,0.5
1,0,1.04,83,1,1,7114320,0.5
1,0,0.754,83,1,0,7114320,0.5
1,0,0.502,84,1,1,7114320,0.5
1,0,0.732,84,1,0,7114320,0.5
1,0,0.464,85,1,1,7114320,0.5
1,1,0.545,85,1,1,7114320,0.5
1,0,1.061,86,1,1,7114320,0.5
1,0,1.072,86,1,0,7114320,0.5
1,1,0.49,87,1,1,7114320,0.5
1,0,1.192,87,1,0,7114320,0.5
1,0,0.938,88,1,0,7114320,0.5
1,1,0.867,88,1,0,7114320,0.5
1,0,0.652,89,1,1,7114320,0.5
1,0,0.957,89,1,1,7114320,0.5
1,0,0.57,90,1,1,7114320,0.5
1,1,1.716,90,1,0,7114320,0.5
1,1,1.457,91,1,0,7114320,0.5
1,0,0.587,91,1,1,7114320,0.5
1,1,2.134,92,1,0,7114320,0.5
1,0,0.829,92,1,1,7114320,0.5
1,1,1.233,93,1,1,7114320,0.5
1,0,0.434,93,1,1,7114320,0.5
1,1,1.086,94,1,0,7114320,0.5
1,0,0.522,94,1,1,7114320,0.5
1,1,1.081,95,1,1,7114320,0.5
1,0,0.464,95,1,1,7114320,0.5
1,1,0.644,96,1,0,7114320,0.5
1,0,0.57,96,1,0,7114320,0.5
1,0,1.377,97,1,0,7114320,0.5
1,1,0.826,97,1,0,7114320,0.5
1,0,0.905,98,1,1,7114320,0.5
1,0,1.519,98,1,1,7114320,0.5
1,1,0.84,99,1,1,7114320,0.5
1,0,1.483,99,1,0,7114320,0.5
1,0,0.734,100,1,1,7114320,0.5
1,0,0.801,100,1,1,7114320,0.5
1,0,1.526,101,1,1,7114320,0.5
1,0,1.076,101,1,1,7114320,0.5
1,0,0.89,102,1,1,7114320,0.5
1,0,0.68,102,1,1,7114320,0.5
1,0,0.759,103,1,1,7114320,0.5
1,0,0.862,103,1,1,7114320,0.5
1,0,0.919,104,1,1,7114320,0.5
1,1,2.152,104,1,1,7114320,0.5
1,0,1.268,105,1,1,7114320,0.5
1,0,1.524,105,1,0,7114320,0.5
1,0,1.066,106,1,1,7114320,0.5
1,1,1.459,106,1,0,7114320,0.5
1,1,0.979,107,1,0,7114320,0.5
1,0,0.487,107,1,1,7114320,0.5
1,0,0.666,108,1,1,7114320,0.5
1,1,1.26,108,1,0,7114320,0.5
1,0,0.751,109,1,1,7114320,0.5
1,0,0.772,109,1,1,7114320,0.5
1,0,0.804,110,1,0,7114320,0.5
1,0,1.594,110,1,1,7114320,0.5
1,0,0.593,111,1,1,7114320,0.5
1,0,0.525,111,1,1,7114320,0.5
1,0,0.559,112,1,1,7114320,0.5
1,0,0.582,112,1,1,7114320,0.5
1,1,0.868,113,1,0,7114320,0.5
1,0,0.596,113,1,1,7114320,0.5
1,1,0.793,114,1,1,7114320,0.5
1,1,0.96,114,1,1,7114320,0.5
1,0,1.804,115,1,0,7114320,0.5
1,0,1.285,115,1,0,7114320,0.5
1,0,1.259,116,1,1,7114320,0.5
1,1,0.545,116,1,0,7114320,0.5
1,0,0.876,117,1,1,7114320,0.5
1,0,0.569,117,1,0,7114320,0.5
1,1,1.288,118,1,1,7114320,0.5
1,1,0.586,118,1,1,7114320,0.5
1,1,0.708,119,1,1,7114320,0.5
1,1,0.545,119,1,0,7114320,0.5
1,1,0.639,120,1,1,7114320,0.5
1,0,0.501,120,1,0,7114320,0.5
1,0,0.36,121,1,0,7114320,0.5
1,0,0.277,121,1,0,7114320,0.5
1,0,0.864,122,1,0,7114320,0.5
1,0,0.276,122,1,0,7114320,0.5
1,0,0.801,123,1,0,7114320,0.5
1,0,0.573,123,1,0,7114320,0.5
1,1,1.269,124,1,1,7114320,0.5
1,0,0.479,124,1,0,7114320,0.5
1,0,0.676,125,1,1,7114320,0.5
1,0,0.358,125,1,0,7114320,0.5
1,0,0.893,126,1,0,7114320,0.5
1,1,0.521,126,1,1,7114320,0.5
1,1,0.829,127,1,0,7114320,0.5
1,1,1.536,127,1,0,7114320,0.5
1,0,0.49,128,1,1,7114320,0.5
1,0,2.253,128,1,0,7114320,0.5
1,1,1.546,129,1,1,7114320,0.5
1,1,0.805,129,1,1,7114320,0.5
1,0,0.603,130,1,1,7114320,0.5
1,1,1.471,130,1,0,7114320,0.5
1,0,0.734,131,1,1,7114320,0.5
1,1,0.283,131,1,0,7114320,0.5
1,1,0.928,132,1,0,7114320,0.5
1,1,0.154,132,1,1,7114320,0.5
1,0,0.627,133,1,0,7114320,0.5
1,1,0.378,133,1,1,7114320,0.5
1,0,0.886,134,1,0,7114320,0.5
1,0,0.48,134,1,0,7114320,0.5
1,1,1.281,135,1,1,7114320,0.5
1,1,0.347,135,1,1,7114320,0.5
1,0,0.886,136,1,0,7114320,0.5
1,1,0.296,136,1,1,7114320,0.5
1,1,1.078,137,1,0,7114320,0.5
1,1,0.397,137,1,1,7114320,0.5
1,1,1.391,138,1,1,7114320,0.5
1,0,2.105,138,1,1,7114320,0.5
1,1,1.16,139,1,1,7114320,0.5
1,1,0.797,139,1,1,7114320,0.5
1,1,0.963,140,1,0,7114320,0.5
1,1,1.556,140,1,0,7114320,0.5
1,1,0.683,141,1,1,7114320,0.5
1,0,1.081,141,1,0,7114320,0.5
1,1,0.747,142,1,1,7114320,0.5
1,0,0.24,142,1,0,7114320,0.5
1,1,1.378,143,1,1,7114320,0.5
1,1,0.309,143,1,1,7114320,0.5
1,0,0.855,144,1,0,7114320,0.5
1,1,0.509,144,1,0,7114320,0.5
1,1,0.922,145,1,1,7114320,0.5
1,0,0.301,145,1,0,7114320,0.5
1,1,1.753,146,1,1,7114320,0.5
1,0,0.838,146,1,0,7114320,0.5
1,1,0.885,147,1,1,7114320,0.5
1,1,1.438,147,1,1,7114320,0.5
1,1,0.631,148,1,1,7114320,0.5
1,0,0.589,148,1,1,7114320,0.5
1,1,0.564,149,1,1,7114320,0.5
1,1,1.204,149,1,1,7114320,0.5
1,0,1.405,150,1,1,7114320,0.5
1,0,0.811,150,1,1,7114320,0.5
1,1,1.27,151,1,1,7114320,0.5
1,0,1.328,151,1,1,7114320,0.5
1,1,1.091,152,1,0,7114320,0.5
1,0,0.876,152,1,0,7114320,0.5
1,1,0.878,153,1,1,7114320,0.5
1,0,0.8,153,1,0,7114320,0.5
1,0,1.164,154,1,0,7114320,0.5
1,1,0.44,154,1,0,7114320,0.5
1,1,0.998,155,1,1,7114320,0.5
1,1,0.985,155,1,1,7114320,0.5
1,1,0.856,156,1,1,7114320,0.5
1,0,1.252,156,1,0,7114320,0.5
1,1,0.801,157,1,1,7114320,0.5
1,1,0.548,157,1,1,7114320,0.5
1,1,1.385,158,1,1,7114320,0.5
1,0,0.631,158,1,1,7114320,0.5
1,1,1.509,159,1,1,7114320,0.5
1,0,0.529,159,1,0,7114320,0.5
1,1,0.767,160,1,0,7114320,0.5
1,1,0.509,160,1,0,7114320,0.5
2,0,2.01,1,1,1,7111207,0.5
2,0,1.22,2,1,1,7111207,0.5
2,0,1.364,3,1,0,7111207,0.5
2,0,0.898,4,1,1,7111207,0.5
2,1,0.858,5,1,0,7111207,0.5
2,0,0.976,6,1,0,7111207,0.5
2,0,1.269,7,1,1,7111207,0.5
2,0,1.141,8,1,1,7111207,0.5
2,0,1.315,9,1,1,7111207,0.5
2,0,2.003,10,1,1,7111207,0.5
2,0,0.425,11,1,1,7111207,0.5
2,0,0.452,12,1,0,7111207,0.5
2,0,0.477,13,1,0,7111207,0.5
2,1,0.485,14,1,0,7111207,0.5
2,0,0.363,15,1,1,7111207,0.5
2,0,1.112,16,1,1,7111207,0.5
2,0,0.736,17,1,0,7111207,0.5
2,0,0.464,18,1,0,7111207,0.5
2,0,0.673,19,1,0,7111207,0.5
2,0,0.661,20,1,1,7111207,0.5
2,0,0.763,21,1,1,7111207,0.5
2,0,0.739,22,1,1,7111207,0.5
2,0,0.526,23,1,1,7111207,0.5
2,0,0.442,24,1,1,7111207,0.5
2,0,0.45,25,1,1,7111207,0.5
2,0,0.489,26,1,0,7111207,0.5
2,0,0.44,27,1,1,7111207,0.5
2,1,0.926,28,1,0,7111207,0.5
2,0,0.44,29,1,0,7111207,0.5
2,0,0.594,30,1,0,7111207,0.5
2,0,0.781,31,1,0,7111207,0.5
2,0,0.468,32,1,0,7111207,0.5
2,0,0.437,33,1,1,7111207,0.5
2,0,0.408,34,1,1,7111207,0.5
2,0,0.366,35,1,1,7111207,0.5
2,0,0.427,36,1,1,7111207,0.5
2,0,0.403,37,1,1,7111207,0.5
2,0,0.311,38,1,1,7111207,0.5
2,0,0.478,39,1,1,7111207,0.5
2,0,0.447,40,1,1,7111207,0.5
2,0,0.433,41,1,1,7111207,0.5
2,0,0.398,42,1,0,7111207,0.5
2,1,0.775,43,1,1,7111207,0.5
2,0,0.514,44,1,0,7111207,0.5
2,0,0.447,45,1,1,7111207,0.5
2,0,0.416,46,1,1,7111207,0.5
2,0,1.336,47,1,0,7111207,0.5
2,0,1.225,48,1,1,7111207,0.5
2,0,0.545,49,1,1,7111207,0.5
2,0,0.609,50,1,0,7111207,0.5
2,1,0.425,51,1,0,7111207,0.5
2,0,0.539,52,1,1,7111207,0.5
2,0,0.561,53,1,0,7111207,0.5
2,0,0.441,54,1,0,7111207,0.5
2,0,0.414,55,1,0,7111207,0.5
2,0,0.548,56,1,0,7111207,0.5
2,0,0.559,57,1,0,7111207,0.5
2,0,0.513,58,1,0,7111207,0.5
2,1,0.925,59,1,1,7111207,0.5
2,1,0.395,60,1,1,7111207,0.5
2,1,0.334,61,1,1,7111207,0.5
2,1,0.737,62,1,1,7111207,0.5
2,1,0.465,63,1,0,7111207,0.5
2,1,0.46,64,1,0,7111207,0.5
2,0,0.71,65,1,0,7111207,0.5
2,0,1.031,66,1,1,7111207,0.5
2,0,0.6,67,1,0,7111207,0.5
2,0,1.094,68,1,0,7111207,0.5
2,1,0.684,69,1,1,7111207,0.5
2,1,0.471,70,1,1,7111207,0.5
2,1,0.536,71,1,1,7111207,0.5
2,1,0.405,72,1,0,7111207,0.5
2,1,0.887,73,1,1,7111207,0.5
2,1,0.614,74,1,1,7111207,0.5
2,1,0.516,75,1,0,7111207,0.5
2,1,0.409,76,1,1,7111207,0.5
2,1,0.69,77,1,1,7111207,0.5
2,1,0.614,78,1,1,7111207,0.5
2,1,0.563,79,1,1,7111207,0.5
2,1,0.445,80,1,1,7111207,0.5
2,1,0.75,81,1,0,7111207,0.5
2,1,0.762,82,1,1,7111207,0.5
2,1,1.093,83,1,0,7111207,0.5
2,1,0.567,84,1,1,7111207,0.5
2,1,0.713,85,1,0,7111207,0.5
2,1,0.543,86,1,0,7111207,0.5
2,1,0.643,87,1,0,7111207,0.5
2,0,0.491,88,1,0,7111207,0.5
2,0,1.266,89,1,0,7111207,0.5
2,1,0.652,90,1,1,7111207,0.5
2,1,0.557,91,1,0,7111207,0.5
2,1,0.765,92,1,1,7111207,0.5
2,1,0.54,93,1,0,7111207,0.5
2,1,0.687,94,1,0,7111207,0.5
2,0,0.405,95,1,1,7111207,0.5
2,1,0.5,96,1,0,7111207,0.5
2,0,0.625,97,1,1,7111207,0.5
2,0,0.404,98,1,1,7111207,0.5
2,0,0.506,99,1,1,7111207,0.5
2,0,0.521,100,1,1,7111207,0.5
2,0,0.513,101,1,1,7111207,0.5
2,0,0.486,102,1,1,7111207,0.5
2,0,0.531,103,1,0,7111207,0.5
2,0,0.464,104,1,0,7111207,0.5
2,0,0.568,105,1,1,7111207,0.5
2,1,0.311,106,1,0,7111207,0.5
2,0,0.688,107,1,0,7111207,0.5
2,0,0.526,108,1,1,7111207,0.5
2,0,0.561,109,1,1,7111207,0.5
2,0,0.795,110,1,1,7111207,0.5
2,0,0.517,111,1,1,7111207,0.5
2,0,0.73,112,1,0,7111207,0.5
2,0,0.601,113,1,0,7111207,0.5
2,0,0.54,114,1,1,7111207,0.5
2,0,0.711,115,1,1,7111207,0.5
2,0,0.524,116,1,1,7111207,0.5
2,0,0.564,117,1,0,7111207,0.5
2,0,0.553,118,1,1,7111207,0.5
2,0,0.448,119,1,1,7111207,0.5
2,0,0.552,120,1,1,7111207,0.5
2,0,0.59,121,1,0,7111207,0.5
2,0,0.927,122,1,0,7111207,0.5
2,0,0.751,123,1,0,7111207,0.5
2,0,0.422,124,1,0,7111207,0.5
2,1,0.553,125,1,1,7111207,0.5
2,1,0.573,126,1,0,7111207,0.5
2,1,0.346,127,1,0,7111207,0.5
2,1,0.552,128,1,1,7111207,0.5
2,1,0.354,129,1,1,7111207,0.5
2,1,0.498,130,1,0,7111207,0.5
2,1,0.697,131,1,1,7111207,0.5
2,1,0.711,132,1,1,7111207,0.5
2,1,0.344,133,1,1,7111207,0.5
2,1,0.553,134,1,1,7111207,0.5
2,1,0.474,135,1,1,7111207,0.5
2,1,0.582,136,1,0,7111207,0.5
2,1,0.292,137,1,1,7111207,0.5
2,1,0.747,138,1,1,7111207,0.5
2,1,0.423,139,1,1,7111207,0.5
2,1,0.577,140,1,0,7111207,0.5
2,1,0.486,141,1,0,7111207,0.5
2,1,0.739,142,1,0,7111207,0.5
2,1,0.608,143,1,1,7111207,0.5
2,1,1.445,144,1,0,7111207,0.5
2,0,0.459,145,1,0,7111207,0.5
2,1,0.799,146,1,1,7111207,0.5
2,1,0.538,147,1,0,7111207,0.5
2,1,0.477,148,1,1,7111207,0.5
2,1,0.429,149,1,1,7111207,0.5
2,1,0.3,150,1,1,7111207,0.5
2,1,0.357,151,1,1,7111207,0.5
2,1,0.747,152,1,0,7111207,0.5
2,1,0.488,153,1,1,7111207,0.5
2,1,0.436,154,1,1,7111207,0.5
2,1,0.357,155,1,1,7111207,0.5
2,1,0.351,156,1,1,7111207,0.5
2,1,0.446,157,1,1,7111207,0.5
2,0,0.431,158,1,1,7111207,0.5
2,1,0.682,159,1,0,7111207,0.5
2,1,0.607,160,1,1,7111207,0.5
3,0,1.342,1,1,0,7115069,0.5
3,0,1.678,2,1,1,7115069,0.5
3,0,1.134,3,1,0,7115069,0.5
3,0,1.228,4,1,1,7115069,0.5
3,0,1.039,5,1,1,7115069,0.5
3,1,1.137,6,1,0,7115069,0.5
3,1,0.859,7,1,1,7115069,0.5
3,0,0.704,8,1,0,7115069,0.5
3,1,0.516,9,1,0,7115069,0.5
3,1,0.637,10,1,1,7115069,0.5
3,1,0.816,11,1,1,7115069,0.5
3,1,1.175,12,1,0,7115069,0.5
3,0,0.696,13,1,1,7115069,0.5
3,1,1.887,14,1,0,7115069,0.5
3,1,0.756,15,1,0,7115069,0.5
3,0,1.743,16,1,1,7115069,0.5
3,0,0.78,17,1,1,7115069,0.5
3,1,1.151,18,1,1,7115069,0.5
3,1,1.346,19,1,0,7115069,0.5
3,0,0.701,20,1,1,7115069,0.5
3,0,1.381,21,1,1,7115069,0.5
3,0,1.342,22,1,1,7115069,0.5
3,0,0.839,23,1,0,7115069,0.5
3,0,0.872,24,1,0,7115069,0.5
3,0,0.764,25,1,1,7115069,0.5
3,0,0.814,26,1,1,7115069,0.5
3,0,1.589,27,1,0,7115069,0.5
3,0,2.148,28,1,1,7115069,0.5
3,0,0.763,29,1,1,7115069,0.5
3,0,0.448,30,1,1,7115069,0.5
3,0,0.843,31,1,1,7115069,0.5
3,0,1.058,32,1,1,7115069,0.5
3,1,0.963,33,1,0,7115069,0.5
3,0,0.681,34,1,1,7115069,0.5
3,0,0.62,35,1,1,7115069,0.5
3,0,1.267,36,1,1,7115069,0.5
3,0,0.675,37,1,0,7115069,0.5
3,0,0.661,38,1,1,7115069,0.5
3,1,1.377,39,1,0,7115069,0.5
3,0,0.524,40,1,0,7115069,0.5
3,1,1.242,41,1,0,7115069,0.5
3,0,1.086,42,1,0,7115069,0.5
3,0,0.459,43,1,1,7115069,0.5
3,0,0.65,44,1,0,7115069,0.5
3,0,1.073,45,1,1,7115069,0.5
3,0,0.476,46,1,0,7115069,0.5
3,0,0.708,47,1,1,7115069,0.5
3,0,0.649,48,1,1,7115069,0.5
3,0,1.014,49,1,0,7115069,0.5
3,0,0.531,50,1,1,7115069,0.5
3,0,0.689,51,1,0,7115069,0.5
3,0,0.641,52,1,0,7115069,0.5
3,1,1.342,53,1,1,7115069,0.5
3,1,1.193,54,1,1,7115069,0.5
3,0,1.059,55,1,1,7115069,0.5
3,0,2.41,56,1,0,7115069,0.5
3,1,1.47,57,1,1,7115069,0.5
3,0,1.131,58,1,0,7115069,0.5
3,0,0.854,59,1,0,7115069,0.5
3,1,1.01,60,1,1,7115069,0.5
3,0,0.842,61,1,0,7115069,0.5
3,1,1.168,62,1,1,7115069,0.5
3,0,0.436,63,1,0,7115069,0.5
3,0,0.404,64,1,0,7115069,0.5
3,0,0.477,65,1,0,7115069,0.5
3,1,0.917,66,1,0,7115069,0.5
3,0,0.532,67,1,1,7115069,0.5
3,1,1.393,68,1,1,7115069,0.5
3,0,0.805,69,1,0,7115069,0.5
3,0,0.546,70,1,0,7115069,0.5
3,1,0.816,71,1,1,7115069,0.5
3,1,0.394,72,1,1,7115069,0.5
3,0,0.293,73,1,1,7115069,0.5
3,1,0.734,74,1,1,7115069,0.5
3,1,0.618,75,1,0,7115069,0.5
3,1,0.89,76,1,1,7115069,0.5
3,0,1.003,77,1,0,7115069,0.5
3,1,1.08,78,1,0,7115069,0.5
3,0,0.638,79,1,0,7115069,0.5
3,1,0.795,80,1,1,7115069,0.5
3,1,1.462,81,1,0,7115069,0.5
3,0,0.65,82,1,1,7115069,0.5
3,1,0.864,83,1,0,7115069,0.5
3,0,1.344,84,1,0,7115069,0.5
3,1,1.043,85,1,1,7115069,0.5
3,1,1.11,86,1,1,7115069,0.5
3,1,0.834,87,1,0,7115069,0.5
3,1,1.147,88,1,1,7115069,0.5
3,1,0.934,89,1,0,7115069,0.5
3,1,0.884,90,1,0,7115069,0.5
3,1,0.938,91,1,0,7115069,0.5
3,0,0.439,92,1,1,7115069,0.5
3,1,1.054,93,1,0,7115069,0.5
3,0,1.224,94,1,0,7115069,0.5
3,1,0.751,95,1,1,7115069,0.5
3,0,0.987,96,1,0,7115069,0.5
3,1,1.335,97,1,0,7115069,0.5
3,1,0.859,98,1,0,7115069,0.5
3,0,0.303,99,1,1,7115069,0.5
3,1,0.746,100,1,0,7115069,0.5
3,0,0.701,101,1,1,7115069,0.5
3,0,0.776,102,1,1,7115069,0.5
3,0,0.598,103,1,1,7115069,0.5
3,1,1.435,104,1,1,7115069,0.5
3,1,1.279,105,1,0,7115069,0.5
3,0,0.911,106,1,1,7115069,0.5
3,0,0.887,107,1,1,7115069,0.5
3,0,0.726,108,1,1,7115069,0.5
3,1,1.971,109,1,1,7115069,0.5
3,0,1.137,110,1,1,7115069,0.5
3,1,1.365,111,1,0,7115069,0.5
3,0,1.045,112,1,1,7115069,0.5
3,0,0.597,113,1,0,7115069,0.5
3,0,0.74,114,1,0,7115069,0.5
3,0,1.259,115,1,0,7115069,0.5
3,0,1.356,116,1,1,7115069,0.5
3,1,1.116,117,1,1,7115069,0.5
3,0,1.046,118,1,1,7115069,0.5
3,1,0.499,119,1,0,7115069,0.5
3,0,0.969,120,1,1,7115069,0.5
3,0,0.638,121,1,1,7115069,0.5
3,0,0.648,122,1,1,7115069,0.5
3,0,0.816,123,1,0,7115069,0.5
3,1,1.165,124,1,1,7115069,0.5
3,1,1.583,125,1,0,7115069,0.5
3,0,0.718,126,1,0,7115069,0.5
3,0,0.88,127,1,0,7115069,0.5
3,0,0.969,128,1,1,7115069,0.5
3,0,1.113,129,1,1,7115069,0.5
3,1,1.463,130,1,1,7115069,0.5
3,0,0.93,131,1,0,7115069,0.5
3,0,1.221,132,1,0,7115069,0.5
3,0,0.988,133,1,0,7115069,0.5
3,1,1.987,134,1,1,7115069,0.5
3,1,0.824,135,1,1,7115069,0.5
3,0,1.814,136,1,0,7115069,0.5
3,1,1.425,137,1,1,7115069,0.5
3,1,0.467,138,1,1,7115069,0.5
3,0,0.714,139,1,0,7115069,0.5
3,1,0.952,140,1,1,7115069,0.5
3,0,1.344,141,1,1,7115069,0.5
3,0,1.168,142,1,0,7115069,0.5
3,0,0.791,143,1,0,7115069,0.5
3,1,1.128,144,1,0,7115069,0.5
3,1,1.206,145,1,1,7115069,0.5
3,1,0.736,146,1,0,7115069,0.5
3,1,1.759,147,1,0,7115069,0.5
3,1,0.22,148,1,0,7115069,0.5
3,1,1.269,149,1,1,7115069,0.5
3,0,0.222,150,1,1,7115069,0.5
3,0,1.253,151,1,1,7115069,0.5
3,0,0.794,152,1,0,7115069,0.5
3,1,0.833,153,1,1,7115069,0.5
