subj_idx,subj_code
1,7114320
2,7111207
3,7115069
4,7117560
5,7117562
6,7128276
7,7110686
8,7111030
9,7117079
10,7116041
11,7079253
12,7080170
13,7122774
14,7114160
15,7118294
16,7128005
17,7116474
18,7130443
19,7121275
20,7127520
21,7122557
22,7121591
23,7118281
24,7117637
25,7111031
26,7124829
27,7131680
28,7117559
29,7117561
